workerid,proliferate.condition,confidence,continuation,dispute,header,individual_judgment,item,population_judgment,slide_number_in_experiment,time,title,version,subject_information.affiliation,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.legaltraining,subject_information.problems,subject_information.race,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
846,condition1,1,"One day, a hail storm hits Rick's house and causes damage to his roof's clay shingles. Many shingles were chipped and some even developed large cracks, causing the roof to leak. Rick files a claim with his insurance company for the damage.",False,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as <b>""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""</b>",yes,Hail Damage,65,5,27431,Hail Damage,unambiguous_covered,0,38,Yes,,2,2,Male,english,0,no problems,Latino,Chrome,Windows,864,1536,3.64655,
906,condition1,2,"One day, a hail storm hits Rick's house and causes damage to his roof's wood shingles. Many shingles were chipped and some even developed small cracks, but the roof is not leaking. Rick files a claim with his insurance company for the damage.",False,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as <b>""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""</b>",yes,Hail Damage,75,3,37715,Hail Damage,controversial,-1,38,Yes,,4,-1,Female,English,-1,,White,Chrome,Linux,864,1536,3.049533333333333,
906,condition1,0,"Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the water pipes froze in a recent winter storm, causing them to abruptly crack. Jett files a claim with his insurance company for the damage.",False,"Jett has insurance that covers ""Trace and Access"", defined as <b>""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home.""</b>",no,Trace and Access,50,4,60640,Trace and Access II,unambiguous_covered,-1,38,Yes,,4,-1,Female,English,-1,,White,Chrome,Linux,864,1536,3.049533333333333,
906,condition1,3,"Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.",False,"Mariam has insurance that covers home damage from ""Escape of Oil"", defined as <b>""oil leaking from a fixed oil-fired heating installation.""</b>",no,Escape of Oil,80,5,28506,Escape of Oil II,unambiguous_uncovered,-1,38,Yes,,4,-1,Female,English,-1,,White,Chrome,Linux,864,1536,3.049533333333333,
915,condition1,1,"Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage. However, the insurance company denies Mariam's claim, arguing that the damage is not covered.",True,"Mariam has insurance that covers home damage from ""Escape of Oil"", defined as <b>""oil leaking from a fixed oil-fired heating installation.""</b>",no,Escape of Oil,25,3,30595,Escape of Oil II,controversial,0,52,Yes,,4,2,Male,English,0,No,White,Chrome,Mac,900,1440,1.977833333333333,
915,condition1,2,"Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that in an effort to save money, Jett's previous attempt install his own water pipes went awry. Jett files a claim with his insurance company for the damage. However, the insurance company denies Jett's claim, arguing that the damage is not covered.",True,"Jett has insurance that covers ""Trace and Access"", defined as <b>""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home.""</b>",no,Trace and Access,50,4,29087,Trace and Access II,unambiguous_uncovered,0,52,Yes,,4,2,Male,English,0,No,White,Chrome,Mac,900,1440,1.977833333333333,
915,condition1,3,"One day, a hail storm hits Rick's house and causes damage to his roof's clay shingles. Many shingles were chipped and some even developed large cracks, causing the roof to leak. Rick files a claim with his insurance company for the damage. However, the insurance company denies Rick's claim, arguing that the damage is not covered.",True,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as <b>""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""</b>",yes,Hail Damage,90,5,22542,Hail Damage,unambiguous_covered,0,52,Yes,,4,2,Male,English,0,No,White,Chrome,Mac,900,1440,1.977833333333333,
902,condition1,2,"Dillon, who has been separated from his wife for over two years, goes to work one day and parks his car in the garage. However, surveillance footage captures his estranged wife breaking into his car and driving away. Dillon files a claim with his insurance company for the loss. However, the insurance company denies Dillon's claim, arguing that the loss is not covered.",True,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes <b>""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""</b>",no,Vehicle Theft,50,3,68768,Vehicle Theft V,controversial,1,31,Yes,Great experiment!,1,2,Male,English,0,No issues.,Latino,Chrome,Windows,1080,1920,3.832766666666666,
902,condition1,4,"Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the water pipes froze in a recent winter storm, causing them to abruptly crack. Jett files a claim with his insurance company for the damage. However, the insurance company denies Jett's claim, arguing that the damage is not covered.",True,"Jett has insurance that covers ""Trace and Access"", defined as <b>""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home.""</b>",yes,Trace and Access,90,4,49550,Trace and Access II,unambiguous_covered,1,31,Yes,Great experiment!,1,2,Male,English,0,No issues.,Latino,Chrome,Windows,1080,1920,3.832766666666666,
902,condition1,2,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage. However, the insurance company denies Cam's claim, arguing that the damage is not covered.",True,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as <b>""damage caused by a storm.""</b>",yes,Storm Damage and Maintenance,50,5,55192,Storm Damage and Maintenance II,unambiguous_uncovered,1,31,Yes,Great experiment!,1,2,Male,English,0,No issues.,Latino,Chrome,Windows,1080,1920,3.832766666666666,
839,condition1,2,"Late one night, Joanne hears noises coming from another room in her home and believes it may be her two dogs playing together. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs,  and Joanne just wants help putting them to bed. Joanne files a claim with her insurance company for the damage caused by the forced entry.",False,"Joanne's home insurance covers ""Emergency Damages,"" defined as <b>""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""</b>",yes,Emergency Damage,90,3,49563,Emergency Damage I,unambiguous_uncovered,1,27,No,,3,2,Female,English,0,no,White,Firefox,Mac,900,1440,8.588833333333334,
839,condition1,4,"Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the water pipes froze in a recent winter storm, causing them to abruptly crack. Jett files a claim with his insurance company for the damage.",False,"Jett has insurance that covers ""Trace and Access"", defined as <b>""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home.""</b>",yes,Trace and Access,100,4,384933,Trace and Access II,unambiguous_covered,1,27,No,,3,2,Female,English,0,no,White,Firefox,Mac,900,1440,8.588833333333334,
839,condition1,3,"One day, a hail storm hits Rick's house and causes damage to his roof's wood shingles. Many shingles were chipped and some even developed small cracks, but the roof is not leaking. Rick files a claim with his insurance company for the damage.",False,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as <b>""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""</b>",yes,Hail Damage,100,5,53226,Hail Damage,controversial,1,27,No,,3,2,Female,English,0,no,White,Firefox,Mac,900,1440,8.588833333333334,
803,condition1,2,"Gwen travels in her SUV to the grocery store. She has a relatively simple drive to the store with no incident. When Gwen is at the store, she gets her items and begins to check out. However, when she exits the store, she spots a car deliberately crashing into parked cars on the adjacent street. As she is getting back into her car to attempt to drive off, the individual collides into Gwen's car, injuring her arm. Gwen files a police report who can attest to the claim. Gwen files a claim with her insurance company for the damages. However, the insurance company denies Gwen's claim, arguing that the damages are not covered.",True,"Gwen's car insurance policy includes coverage for ""Personal Accident,"" defined as <b>""you or any other person in your car who is accidentally injured while traveling in your car, whilst in the United States and this injury alone results within three calendar months in loss of, or permanent and total loss of use of, one or more limbs at or above the elbow or knee.""</b>",no,Personal Accident,100,3,117635,Personal Accident I,controversial,3,29,Yes,N/A,1,1,Female,English,0,No,White,Firefox,Windows,900,1600,4.0258666666666665,
803,condition1,2,"Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage. However, the insurance company denies Mariam's claim, arguing that the damage is not covered.",True,"Mariam has insurance that covers home damage from ""Escape of Oil"", defined as <b>""oil leaking from a fixed oil-fired heating installation.""</b>",no,Escape of Oil,80,4,48019,Escape of Oil II,unambiguous_covered,3,29,Yes,N/A,1,1,Female,English,0,No,White,Firefox,Windows,900,1600,4.0258666666666665,
803,condition1,2,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage. However, the insurance company denies Cam's claim, arguing that the damage is not covered.",True,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as <b>""damage caused by a storm.""</b>",no,Storm Damage and Maintenance,80,5,32456,Storm Damage and Maintenance II,unambiguous_uncovered,3,29,Yes,N/A,1,1,Female,English,0,No,White,Firefox,Windows,900,1600,4.0258666666666665,
817,condition1,2,"Late one night, Joanne hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.",False,"Joanne's home insurance covers ""Emergency Damages,"" defined as <b>""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""</b>",yes,Emergency Damage,80,3,311385,Emergency Damage I,controversial,0,59,Yes,None,4,1,Male,English,0,None,White,Safari,Mac,1194,834,16.79495,
817,condition1,3,"Gwen travels in her SUV to the grocery store. She has a relatively simple drive to the store with no incident. When Gwen is at the store, she gets her items and begins to check out. However, when she is reentering her vehicle, a dodge ram hits her door and injures her hand. Gwen files a claim with her insurance company for the damages.",False,"Gwen's car insurance policy includes coverage for ""Personal Accident,"" defined as <b>""you or any other person in your car who is accidentally injured while traveling in your car, whilst in the United States and this injury alone results within three calendar months in loss of, or permanent and total loss of use of, one or more limbs at or above the elbow or knee.""</b>",no,Personal Accident,90,4,314540,Personal Accident I,unambiguous_covered,0,59,Yes,None,4,1,Male,English,0,None,White,Safari,Mac,1194,834,16.79495,
817,condition1,2,"Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that in an effort to save money, Jett's previous attempt install his own water pipes went awry. Jett files a claim with his insurance company for the damage.",False,"Jett has insurance that covers ""Trace and Access"", defined as <b>""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home.""</b>",no,Trace and Access,50,5,312986,Trace and Access II,unambiguous_uncovered,0,59,Yes,None,4,1,Male,English,0,None,White,Safari,Mac,1194,834,16.79495,
955,condition1,4,"One day, a hail storm hits Rick's house and causes damage to his roof's wood shingles. Many shingles were chipped and some even developed small cracks, but the roof is not leaking. Rick files a claim with his insurance company for the damage. However, the insurance company denies Rick's claim, arguing that the damage is not covered.",True,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as <b>""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""</b>",yes,Hail Damage,98,3,26421,Hail Damage,controversial,4,26,Yes,,3,2,Male,English,0,n/a,White,Chrome,Windows,1080,1920,4.75365,
955,condition1,4,"Dillon, who employs a part-time personal assistant, goes on vacation and leaves his car in his home garage. However, surveillance footage captures his personal assistant breaking into his car and driving away. Dillon files a claim with his insurance company for the loss. However, the insurance company denies Dillon's claim, arguing that the loss is not covered.",True,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes <b>""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""</b>",yes,Vehicle Theft,100,4,20107,Vehicle Theft V,unambiguous_uncovered,4,26,Yes,,3,2,Male,English,0,n/a,White,Chrome,Windows,1080,1920,4.75365,
955,condition1,3,"One day, Steve is involved in a minor accident. His GPS navigation system, which was in the car at the time, was damaged. Steve files a claim with his insurance company for the damage. However, the insurance company denies Steve's claim, arguing that the damage is not covered.",True,"Steve's car insurance policy includes coverage for ""Vehicle Damage,"" defined as <b>""loss or damage to the policy holder's 1) car; or 2) car accessories (while in or on the car)."" </b>",yes,Vehicle Damage,85,5,66615,Vehicle Damage III,unambiguous_covered,4,26,Yes,,3,2,Male,English,0,n/a,White,Chrome,Windows,1080,1920,4.75365,
890,condition1,1,"Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that in an effort to save money, Jett's previous attempt install his own water pipes went awry. Jett files a claim with his insurance company for the damage. However, the insurance company denies Jett's claim, arguing that the damage is not covered.",True,"Jett has insurance that covers ""Trace and Access"", defined as <b>""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home.""</b>",yes,Trace and Access,65,3,72979,Trace and Access II,unambiguous_uncovered,0,25,Yes,,3,1,Other,English,0,,Asian,Chrome,Windows,1080,1920,3.674933333333333,
890,condition1,2,"One day, Steve is involved in a minor accident. His GPS navigation system, which was in the car at the time, was damaged. Steve files a claim with his insurance company for the damage. However, the insurance company denies Steve's claim, arguing that the damage is not covered.",True,"Steve's car insurance policy includes coverage for ""Vehicle Damage,"" defined as <b>""loss or damage to the policy holder's 1) car; or 2) car accessories (while in or on the car)."" </b>",yes,Vehicle Damage,75,4,43883,Vehicle Damage III,unambiguous_covered,0,25,Yes,,3,1,Other,English,0,,Asian,Chrome,Windows,1080,1920,3.674933333333333,
890,condition1,2,"Late one night, Joanne hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry. However, the insurance company denies Joanne's claim, arguing that the damage is not covered.",True,"Joanne's home insurance covers ""Emergency Damages,"" defined as <b>""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""</b>",yes,Emergency Damage,35,5,36357,Emergency Damage I,controversial,0,25,Yes,,3,1,Other,English,0,,Asian,Chrome,Windows,1080,1920,3.674933333333333,
918,condition1,2,"One day, a hail storm hits Rick's house and causes damage to his roof's wood shingles. Many shingles were chipped and some even developed small cracks, but the roof is not leaking. Rick files a claim with his insurance company for the damage.",False,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as <b>""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""</b>",yes,Hail Damage,75,3,41905,Hail Damage,controversial,0,65,Yes,,2,1,Male,English,0,No,White,Chrome,Windows,1920,1080,3.906183333333334,
918,condition1,1,"Late one night, Joanne hears noises coming from another room in her home and believes it may be her two dogs playing together. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs,  and Joanne just wants help putting them to bed. Joanne files a claim with her insurance company for the damage caused by the forced entry.",False,"Joanne's home insurance covers ""Emergency Damages,"" defined as <b>""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""</b>",yes,Emergency Damage,40,4,45177,Emergency Damage I,unambiguous_uncovered,0,65,Yes,,2,1,Male,English,0,No,White,Chrome,Windows,1920,1080,3.906183333333334,
918,condition1,1,"Gwen travels in her SUV to the grocery store. She has a relatively simple drive to the store with no incident. When Gwen is at the store, she gets her items and begins to check out. However, when she is reentering her vehicle, a dodge ram hits her door and injures her hand. Gwen files a claim with her insurance company for the damages.",False,"Gwen's car insurance policy includes coverage for ""Personal Accident,"" defined as <b>""you or any other person in your car who is accidentally injured while traveling in your car, whilst in the United States and this injury alone results within three calendar months in loss of, or permanent and total loss of use of, one or more limbs at or above the elbow or knee.""</b>",no,Personal Accident,80,5,68332,Personal Accident I,unambiguous_covered,0,65,Yes,,2,1,Male,English,0,No,White,Chrome,Windows,1920,1080,3.906183333333334,
942,condition1,3,"Gwen travels in her SUV to the grocery store. She has a relatively simple drive to the store with no incident. When Gwen is at the store, she gets her items and begins to check out. However, when she exits the store, she spots a car deliberately crashing into parked cars on the adjacent street. As she is getting back into her car to attempt to drive off, the individual collides into Gwen's car, injuring her arm. Gwen files a police report who can attest to the claim. Gwen files a claim with her insurance company for the damages.",False,"Gwen's car insurance policy includes coverage for ""Personal Accident,"" defined as <b>""you or any other person in your car who is accidentally injured while traveling in your car, whilst in the United States and this injury alone results within three calendar months in loss of, or permanent and total loss of use of, one or more limbs at or above the elbow or knee.""</b>",no,Personal Accident,85,3,52285,Personal Accident I,controversial,0,30,No,Everything worked fine and was understandable.  Thanks for paying fair.,3,2,Male,English,0,no,White,Chrome,Windows,1440,2560,2.6179833333333336,
942,condition1,4,"Dillon, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures an unfamiliar man breaking into his car and driving away. Dillon files a claim with his insurance company for the loss.",False,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes <b>""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""</b>",yes,Vehicle Theft,97,4,24739,Vehicle Theft V,unambiguous_covered,0,30,No,Everything worked fine and was understandable.  Thanks for paying fair.,3,2,Male,English,0,no,White,Chrome,Windows,1440,2560,2.6179833333333336,
942,condition1,3,"One day, a hail storm hits Rick's house and causes damage to the plants on his balcony. Many plants lost leaves and some were completely covered in ice, causing them to die. Rick files a claim with his insurance company for the damage.",False,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as <b>""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""</b>",no,Hail Damage,82,5,33559,Hail Damage,unambiguous_uncovered,0,30,No,Everything worked fine and was understandable.  Thanks for paying fair.,3,2,Male,English,0,no,White,Chrome,Windows,1440,2560,2.6179833333333336,
949,condition1,4,"Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage. However, the insurance company denies Mariam's claim, arguing that the damage is not covered.",True,"Mariam has insurance that covers home damage from ""Escape of Oil"", defined as <b>""oil leaking from a fixed oil-fired heating installation.""</b>",no,Escape of Oil,50,3,41614,Escape of Oil II,unambiguous_uncovered,3,42,,,1,1,Other,,-1,,White,Chrome,Linux,854,385,2.4842,
949,condition1,3,"Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the water pipes froze in a recent winter storm, causing them to abruptly crack. Jett files a claim with his insurance company for the damage. However, the insurance company denies Jett's claim, arguing that the damage is not covered.",True,"Jett has insurance that covers ""Trace and Access"", defined as <b>""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home.""</b>",yes,Trace and Access,50,4,41173,Trace and Access II,unambiguous_covered,3,42,,,1,1,Other,,-1,,White,Chrome,Linux,854,385,2.4842,
949,condition1,3,"Gwen travels in her SUV to the grocery store. She has a relatively simple drive to the store with no incident. When Gwen is at the store, she gets her items and begins to check out. However, when she exits the store, she spots a car deliberately crashing into parked cars on the adjacent street. As she is getting back into her car to attempt to drive off, the individual collides into Gwen's car, injuring her arm. Gwen files a police report who can attest to the claim. Gwen files a claim with her insurance company for the damages. However, the insurance company denies Gwen's claim, arguing that the damages are not covered.",True,"Gwen's car insurance policy includes coverage for ""Personal Accident,"" defined as <b>""you or any other person in your car who is accidentally injured while traveling in your car, whilst in the United States and this injury alone results within three calendar months in loss of, or permanent and total loss of use of, one or more limbs at or above the elbow or knee.""</b>",yes,Personal Accident,70,5,42937,Personal Accident I,controversial,3,42,,,1,1,Other,,-1,,White,Chrome,Linux,854,385,2.4842,
840,condition1,4,"Gwen travels in her SUV to the grocery store. She has a relatively simple drive to the store with no incident. When Gwen is at the store, she gets her items and begins to check out. However, when she is reentering her vehicle, a dodge ram hits her door and injures her hand. Gwen files a claim with her insurance company for the damages. However, the insurance company denies Gwen's claim, arguing that the damages are not covered.",True,"Gwen's car insurance policy includes coverage for ""Personal Accident,"" defined as <b>""you or any other person in your car who is accidentally injured while traveling in your car, whilst in the United States and this injury alone results within three calendar months in loss of, or permanent and total loss of use of, one or more limbs at or above the elbow or knee.""</b>",yes,Personal Accident,80,3,40102,Personal Accident I,unambiguous_covered,2,67,Yes,,2,2,Female,English,1,None,AA,Chrome,Windows,900,1600,2.9091666666666667,
840,condition1,3,"Late one night, Joanne hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry. However, the insurance company denies Joanne's claim, arguing that the damage is not covered.",True,"Joanne's home insurance covers ""Emergency Damages,"" defined as <b>""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""</b>",no,Emergency Damage,80,4,32247,Emergency Damage I,controversial,2,67,Yes,,2,2,Female,English,1,None,AA,Chrome,Windows,900,1600,2.9091666666666667,
840,condition1,4,"One day, a hail storm hits Rick's house and causes damage to the plants on his balcony. Many plants lost leaves and some were completely covered in ice, causing them to die. Rick files a claim with his insurance company for the damage. However, the insurance company denies Rick's claim, arguing that the damage is not covered.",True,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as <b>""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""</b>",yes,Hail Damage,85,5,17669,Hail Damage,unambiguous_uncovered,2,67,Yes,,2,2,Female,English,1,None,AA,Chrome,Windows,900,1600,2.9091666666666667,
874,condition1,4,"Late one night, Joanne hears noises coming from another room in her home and believes it may be her two dogs playing together. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs,  and Joanne just wants help putting them to bed. Joanne files a claim with her insurance company for the damage caused by the forced entry.",False,"Joanne's home insurance covers ""Emergency Damages,"" defined as <b>""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""</b>",no,Emergency Damage,100,3,124826,Emergency Damage I,unambiguous_uncovered,2,24,Yes,,1,1,Male,english,0,,White,Firefox,Windows,864,1536,4.641816666666666,
874,condition1,2,"Dillon, who has been separated from his wife for over two years, goes to work one day and parks his car in the garage. However, surveillance footage captures his estranged wife breaking into his car and driving away. Dillon files a claim with his insurance company for the loss.",False,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes <b>""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""</b>",yes,Vehicle Theft,87,4,71280,Vehicle Theft V,controversial,2,24,Yes,,1,1,Male,english,0,,White,Firefox,Windows,864,1536,4.641816666666666,
874,condition1,4,"Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.",False,"Mariam has insurance that covers home damage from ""Escape of Oil"", defined as <b>""oil leaking from a fixed oil-fired heating installation.""</b>",yes,Escape of Oil,100,5,33394,Escape of Oil II,unambiguous_covered,2,24,Yes,,1,1,Male,english,0,,White,Firefox,Windows,864,1536,4.641816666666666,
862,condition1,2,"Gwen travels in her SUV to the grocery store. She has a relatively simple drive to the store with no incident. When Gwen is at the store, she gets her items and begins to check out. However, when she is reentering her vehicle, a dodge ram hits her door and injures her hand. Gwen files a claim with her insurance company for the damages. However, the insurance company denies Gwen's claim, arguing that the damages are not covered.",True,"Gwen's car insurance policy includes coverage for ""Personal Accident,"" defined as <b>""you or any other person in your car who is accidentally injured while traveling in your car, whilst in the United States and this injury alone results within three calendar months in loss of, or permanent and total loss of use of, one or more limbs at or above the elbow or knee.""</b>",no,Personal Accident,35,3,66445,Personal Accident I,unambiguous_covered,2,35,Yes,,2,1,Male,English,0,No.,White,Chrome,Windows,900,1600,14.205866666666669,
862,condition1,4,"Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage. However, the insurance company denies Mariam's claim, arguing that the damage is not covered.",True,"Mariam has insurance that covers home damage from ""Escape of Oil"", defined as <b>""oil leaking from a fixed oil-fired heating installation.""</b>",no,Escape of Oil,10,4,32001,Escape of Oil II,unambiguous_uncovered,2,35,Yes,,2,1,Male,English,0,No.,White,Chrome,Windows,900,1600,14.205866666666669,
862,condition1,1,"Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the water pipes have cracked over time due to long-term wear, an issue which could have been resolved by the previous inspector. Jett files a claim with his insurance company for the damage. However, the insurance company denies Jett's claim, arguing that the damage is not covered.",True,"Jett has insurance that covers ""Trace and Access"", defined as <b>""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home.""</b>",no,Trace and Access,55,5,714256,Trace and Access II,controversial,2,35,Yes,,2,1,Male,English,0,No.,White,Chrome,Windows,900,1600,14.205866666666669,
893,condition1,3,"Dillon, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures an unfamiliar man breaking into his car and driving away. Dillon files a claim with his insurance company for the loss.",False,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes <b>""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""</b>",yes,Vehicle Theft,90,3,139423,Vehicle Theft V,unambiguous_covered,1,30,No,,4,2,Female,english,2,,White,Firefox,Windows,720,1280,4.225583333333334,
893,condition1,2,"One day, Steve is involved in a minor accident. His tablet computer, which he uses for navigation and which was in the car at the time, was damaged. Steve files a claim with his insurance company for the damage.",False,"Steve's car insurance policy includes coverage for ""Vehicle Damage,"" defined as <b>""loss or damage to the policy holder's 1) car; or 2) car accessories (while in or on the car)."" </b>",yes,Vehicle Damage,2,4,26933,Vehicle Damage III,controversial,1,30,No,,4,2,Female,english,2,,White,Firefox,Windows,720,1280,4.225583333333334,
893,condition1,2,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.",False,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as <b>""damage caused by a storm.""</b>",yes,Storm Damage and Maintenance,90,5,20391,Storm Damage and Maintenance II,unambiguous_uncovered,1,30,No,,4,2,Female,english,2,,White,Firefox,Windows,720,1280,4.225583333333334,
