workerid,proliferate.condition,confidence,continuation,header,individual_judgment,item,population_judgment,slide_number_in_experiment,time,title,version,subject_information.affiliation,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.legaltraining,subject_information.problems,subject_information.race,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
1429,condition1,3,"One day, a hail storm hits Rick's house and causes damage to his skylight window. The window is chipped, but the roof is not leaking. Rick files a claim with his insurance company for the damage. ","Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as <b>""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""</b>",yes,Hail Damage,67,3,54501,Hail Damage,controversial,1,52,Yes,I did enjoy this stsudy.,2,2,Female,English,0,No,White,Chrome,Windows,1080,1920,4.945266666666667,
1429,condition1,2,"Martha is installing hardwood flooring in her living room. She uses a heat gun -- a device that emits very hot air -- to help dry the glue that attaches the floorboards. While arranging her floorboards, she sets her heat gun down on her expensive dining room table, which severely warps the table's surface. Martha files a claim with her insurance company for the damage.","Martha has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as <b>""any work that requires, uses or produces any sources of heat that could ignite flammable materials.""</b> ",yes,Hot Work,43,4,77809,Hot Work II,unambiguous_uncovered,1,52,Yes,I did enjoy this stsudy.,2,2,Female,English,0,No,White,Chrome,Windows,1080,1920,4.945266666666667,
1429,condition1,4,"Denise is moving to a new home on the other side of town. She pays a professional moving company to move her belongings out of her current home. During the move, the moving truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.  ","Denise's insurance covers damage from ""House Removal,"" defined as <b>""damage to belongings caused while being removed by professional removal contractors from the home.""</b>",yes,House Removal,87,5,44967,House Removal I,unambiguous_covered,1,52,Yes,I did enjoy this stsudy.,2,2,Female,English,0,No,White,Chrome,Windows,1080,1920,4.945266666666667,
1763,condition1,2,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his street's power line, causing a power surge. The power surge causes the space heater in Cam's attic to catch fire, and almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage. ","Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as <b>""damage caused by a storm.""</b>",yes,Storm Damage,50,3,49831,Storm Damage,controversial,0,70,Yes,,2,2,Female,English,0,,White,Chrome,Windows,1080,1920,3.2538,
1763,condition1,4,"As Madison is carrying kerosene oil through her kitchen one afternoon, she slips and spills the oil, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.","Madison has insurance that covers home damage from ""Escape of Oil,"" defined as <b>""oil leaking from a fixed oil-fired heating installation.""</b>",no,Escape of Oil,75,4,43104,Escape of Oil I,unambiguous_uncovered,0,70,Yes,,2,2,Female,English,0,,White,Chrome,Windows,1080,1920,3.2538,
1763,condition1,3,"Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.","Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as <b>""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""</b>",yes,Flooding,75,5,44475,Flood I,unambiguous_covered,0,70,Yes,,2,2,Female,English,0,,White,Chrome,Windows,1080,1920,3.2538,
1290,condition1,2,"Denise is moving to a new home on the other side of town. She pays a professional moving company to move her belongings out of her current home. During the move, the moving truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.  ","Denise's insurance covers damage from ""House Removal,"" defined as <b>""damage to belongings caused while being removed by professional removal contractors from the home.""</b>",yes,House Removal,50,3,36207,House Removal I,unambiguous_covered,1,47,Yes,,1,2,Male,english,0,none,White,Chrome,Windows,1080,1920,2.365,
1290,condition1,1,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he inadvertently punctures a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage. ","Justin has insurance that covers ""Trace and Access,"" defined as <b>""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables or pipes in your home.""</b>",no,Trace and Access,40,4,33413,Trace and Access I,controversial,1,47,Yes,,1,2,Male,english,0,none,White,Chrome,Windows,1080,1920,2.365,
1290,condition1,2,"Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.","Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as <b>""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""</b>",yes,Flooding,55,5,21944,Flood II,unambiguous_uncovered,1,47,Yes,,1,2,Male,english,0,none,White,Chrome,Windows,1080,1920,2.365,
1750,condition1,1,"Olivia lives in a very quiet neighborhood at the edge of town. One day, a group of reckless teenagers crash their car into several bags' worth of garbage in front of Olivia's house while driving almost double the speed limit, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages.","Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as <b>""actions involving deliberate destruction or damage to the policyholder's property.""</b>",yes,Malicious Acts or Vandalism,80,3,33957,Malicious Acts or Vandalism I,controversial,3,19,Yes,,2,1,Male,English,0,,White,Firefox,Windows,1080,1920,2.4717666666666664,
1750,condition1,2,"Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.","Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as <b>""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""</b>",no,Escape of Water,70,4,40345,Escape of Water III,unambiguous_uncovered,3,19,Yes,,2,1,Male,English,0,,White,Firefox,Windows,1080,1920,2.4717666666666664,
1750,condition1,2,"One day, Gene parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. Gene notices and manages to extinguish the fire before it totals the car, but not before the fire spreads to one of his car's stereo speakers, which was adjacent to the phone.  Gene files a claim with his insurance company for the loss. ","Gene's car insurance policy includes coverage for ""Vehicle Fire,"" defined as <b>loss or damage as a result of fire to the policy holder's car or audio equipment (while in or on the car).""</b>",yes,Vehicle Fire,85,5,41710,Vehicle Fire II,unambiguous_covered,3,19,Yes,,2,1,Male,English,0,,White,Firefox,Windows,1080,1920,2.4717666666666664,
1216,condition1,1,"As part of his bakery business, Peter owns a van which he uses to make local deliveries. One day, Peter is mugged by an individual who takes the key to the van. Replacing the key costs Peter hundreds of dollars. Peter files a claim with his insurance company for his losses.","Peter has insurance that covers ""Loss or Damage to a Goods Carrying Vehicle,"" which includes <b>""key replacement in the case of theft.""</b>",yes,Loss or Damage to a Goods Carrying Vehicle,67,3,41347,Goods Carrying Vehicle: Loss or Damage to Vehicle,unambiguous_covered,0,29,No,,4,2,Female,English,0,No.,White,Chrome,Windows,864,1536,2.53135,
1216,condition1,3,"One day, a hail storm hits Rick's house and causes damage to the plants on his balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Rick files a claim with his insurance company for the damage. ","Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as <b>""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""</b>",no,Hail Damage,88,4,19280,Hail Damage,unambiguous_uncovered,0,29,No,,4,2,Female,English,0,No.,White,Chrome,Windows,864,1536,2.53135,
1216,condition1,2,"John takes generally good care of his car, but one day he is involved in a minor accident which knocks his front left wheel out of alignment. He brings his car in to a mechanic to have the wheel re-aligned, but the mechanic tells John that his car will also need substantial repair work because the unaligned wheel has been scraping against the body of the car since the accident. John files a claim with his insurance company for the damage. ","John's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes <b>""loss or damage caused by wear and tear.""</b>",yes,Vehicle Damage,74,5,51316,Vehicle Damage II,controversial,0,29,No,,4,2,Female,English,0,No.,White,Chrome,Windows,864,1536,2.53135,
1346,condition1,4,"Gavin works as an A/C repair technician in a small town. One day, Gavin is off from work and decides to put holiday lights up on his roof. Because Gavin is an experienced repairman, he figures he doesn't need a ladder to get onto his roof and decides to free climb the exterior wall of his house instead. While climbing the wall, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from <b>""missed employment due to injuries that occur under regular working conditions.""</b>",no,General Damages,80,3,107240,General Damages,unambiguous_uncovered,0,53,Yes,,1,2,Male,English,0,,White,Chrome,Windows,1080,1920,3.8375166666666662,
1346,condition1,4,"One day, a hail storm hits Rick's house and causes damage to his skylight window. The window is chipped, but the roof is not leaking. Rick files a claim with his insurance company for the damage. ","Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as <b>""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""</b>",yes,Hail Damage,90,4,33465,Hail Damage,controversial,0,53,Yes,,1,2,Male,English,0,,White,Chrome,Windows,1080,1920,3.8375166666666662,
1346,condition1,4,"Denise is moving to a new home on the other side of town. She pays a professional moving company to move her belongings out of her current home. During the move, the moving truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.  ","Denise's insurance covers damage from ""House Removal,"" defined as <b>""damage to belongings caused while being removed by professional removal contractors from the home.""</b>",yes,House Removal,99,5,32405,House Removal I,unambiguous_covered,0,53,Yes,,1,2,Male,English,0,,White,Chrome,Windows,1080,1920,3.8375166666666662,
2308,condition1,4,"One day, Chris is involved in a minor accident. His work laptop, which was in the car at the time, was damaged. Chris files a claim with his insurance company for the damage. ","Chris's car insurance policy includes coverage for ""Vehicle Damage,"" defined as <b>""loss or damage to the policy holder's 1) car; or 2) audio equipment (while in the car)."" </b> ",no,Vehicle Damage,85,3,51827,Vehicle Damage IV,unambiguous_uncovered,3,65,Yes,Would love to find out the answers at the end of the experiment .. or be provided with a link to the answers. It was an interesting survey.  ,3,2,Female,English,0,,White,Chrome,Windows,864,1536,4.8348,
2308,condition1,2,"One day, Dave is exiting the parking lot of a restaurant. Because he checks his car's manual regularly, he knows his car is a month overdue for scheduled maintenance. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses. ","Dave has insurance that covers ""Public Liability Property Damages,"" defined as <b>""the damages that you are legally liable to pay for damage to third party property.""</b> The insurance policy also states that <b>""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring.""</b>",yes,Public Liability Property Damages,25,4,88001,Public Liability Property Damages,controversial,3,65,Yes,Would love to find out the answers at the end of the experiment .. or be provided with a link to the answers. It was an interesting survey.  ,3,2,Female,English,0,,White,Chrome,Windows,864,1536,4.8348,
2308,condition1,3,"Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage.","Fatema's home insurance covers ""Fire"" damage, defined as <b>""damage to the policyholder's property caused by naturally-occurring fire.""</b> ",yes,Fire,70,5,57735,Fire,unambiguous_covered,3,65,Yes,Would love to find out the answers at the end of the experiment .. or be provided with a link to the answers. It was an interesting survey.  ,3,2,Female,English,0,,White,Chrome,Windows,864,1536,4.8348,
2150,condition1,1,"Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an off-duty firefighter, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.","Salma's home insurance covers ""Emergency Damages,"" defined as <b>""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""</b>",no,Emergency Damages,65,3,46147,Emergency Damages II,controversial,2,66,Yes,,4,1,Female,English,0,no,White,Chrome,Windows,768,1366,3.164633333333333,
2150,condition1,1,"One day, Dave is exiting the parking lot of a restaurant. Because he checks his car's manual regularly, he has just brought his car to a mechanic for scheduled maintenance. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses. ","Dave has insurance that covers ""Public Liability Property Damages,"" defined as <b>""the damages that you are legally liable to pay for damage to third party property.""</b> The insurance policy also states that <b>""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring.""</b>",yes,Public Liability Property Damages,75,4,47139,Public Liability Property Damages,unambiguous_covered,2,66,Yes,,4,1,Female,English,0,no,White,Chrome,Windows,768,1366,3.164633333333333,
2150,condition1,1,"Martha is installing hardwood flooring in her living room. She uses a heat gun -- a device that emits very hot air -- to help dry the glue that attaches the floorboards. While arranging her floorboards, she sets her heat gun down on her expensive dining room table, which severely warps the table's surface. Martha files a claim with her insurance company for the damage.","Martha has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as <b>""any work that requires, uses or produces any sources of heat that could ignite flammable materials.""</b> ",yes,Hot Work,65,5,31505,Hot Work II,unambiguous_uncovered,2,66,Yes,,4,1,Female,English,0,no,White,Chrome,Windows,768,1366,3.164633333333333,
1488,condition1,0,"Jack is a successful business consultant. One day, while Jack is at home, hackers manage to infiltrate Jack's home WiFi network. The hackers steal Jack's credit card information and make a number of fraudulent purchases in his name. To resolve the fraud, Jack must spend thousands of dollars in legal fees. Jack files a claim with his insurance company for his losses. ","Jack has insurance coverage against loss and damage from ""Identity Theft,"" which excludes <b>""identity theft connected with the policyholder's occupation.""</b>",no,Identity Theft,50,3,43327,Identity Theft II,unambiguous_covered,3,61,Yes,,1,2,Female,english,0,none,White,Chrome,Windows,768,1366,3.6171166666666665,
1488,condition1,4,"Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.","Genie has home insurance that covers ""Garden Plants"" damage, defined as <b>""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""</b>",no,Garden Plants,100,4,64292,Garden Plants I,unambiguous_uncovered,3,61,Yes,,1,2,Female,english,0,none,White,Chrome,Windows,768,1366,3.6171166666666665,
1488,condition1,4,"James is about to head out for work when he realizes he needs to clean out his car since he'll be taking some colleagues to lunch. He removes his child's car seat and places it on the trunk of the car. James forgets about the car seat and begins to drive away with it still on his car. Shortly thereafter, he gets into an accident. The car seat is severely damaged in the crash. James files a claim with his insurance company for the damage. ","James' car insurance policy includes coverage for ""Vehicle Damage,"" defined as  <b>""damage to the policy holder's 1) car; or 2) car accessories, including children's car seats (while in or on the car)."" </b>",no,Vehicle Damage,100,5,43177,Vehicle Damage V,controversial,3,61,Yes,,1,2,Female,english,0,none,White,Chrome,Windows,768,1366,3.6171166666666665,
1042,condition1,3,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his street's power line, causing a power surge. The power surge causes the space heater in Cam's attic to catch fire, and almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage. ","Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as <b>""damage caused by a storm.""</b>",no,Storm Damage,75,3,35769,Storm Damage,controversial,6,47,Yes,no comments,3,1,Male,english,0,no,White,Chrome,Windows,768,1366,2.73005,
1042,condition1,0,"Vivian lives alone in a single-family house in the suburbs. She decides to permanently move abroad, but she keeps the deed to her house so that her children can inherit it one day. While abroad, her house suffers from an electrical short circuit that causes a severe fire, damaging nearly the entire home. Vivian files a claim with her insurance company for the damages. ","Vivian has home insurance for ""Loss and Accidental Damage,"" which only applies if the damage occurs <b>""while temporarily away from home anywhere in the world.""</b>",cantdecide,Loss and Accidental Damage,15,4,50370,Loss and Accidental Damage,unambiguous_uncovered,6,47,Yes,no comments,3,1,Male,english,0,no,White,Chrome,Windows,768,1366,2.73005,
1042,condition1,4,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that a group of neighborhood teenagers spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages. ","Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as <b>""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party.""</b>",yes,Malicious Acts or Vandalism,90,5,26107,Malicious Acts or Vandalism II,unambiguous_covered,6,47,Yes,no comments,3,1,Male,english,0,no,White,Chrome,Windows,768,1366,2.73005,
1107,condition1,3,"Olivia lives in a very quiet neighborhood at the edge of town. One day, a group of teenagers spread several bags' worth of garbage in front of Olivia's house as a prank, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages.","Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as <b>""actions involving deliberate destruction or damage to the policyholder's property.""</b>",yes,Malicious Acts or Vandalism,85,3,27100,Malicious Acts or Vandalism I,unambiguous_covered,0,30,Yes,Everything worked fine and was understandable.,3,2,Male,English,0,no,White,Chrome,Windows,1440,2560,2.184633333333333,
1107,condition1,3,"Ahmad drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers a baseball near the car, and that the windshield appears fully intact save for a minor cosmetic scratch. Ahmad files a claim with his insurance company for the damage. ","Ahmad's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as <b>""broken glass in the car's windows or windshield.""</b>",no,Vehicle Glass,80,4,31328,Vehicle Glass I,unambiguous_uncovered,0,30,Yes,Everything worked fine and was understandable.,3,2,Male,English,0,no,White,Chrome,Windows,1440,2560,2.184633333333333,
1107,condition1,2,"Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.","Genie has home insurance that covers ""Garden Plants"" damage, defined as <b>""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""</b>",yes,Garden Plants,70,5,37017,Garden Plants I,controversial,0,30,Yes,Everything worked fine and was understandable.,3,2,Male,English,0,no,White,Chrome,Windows,1440,2560,2.184633333333333,
2311,condition1,4,"Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom the police promptly arrest. Salma files a claim with her insurance company for the damage caused by the forced entry.","Salma's home insurance covers ""Emergency Damages,"" defined as <b>""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""</b>",yes,Emergency Damages,100,3,40159,Emergency Damages II,unambiguous_covered,3,52,Yes,,3,2,Female,English,0,no,White,Chrome,Windows,820,1024,2.4142,
2311,condition1,4,"Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.","Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as <b>""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""</b>",no,Flooding,100,4,32388,Flood I,unambiguous_uncovered,3,52,Yes,,3,2,Female,English,0,no,White,Chrome,Windows,820,1024,2.4142,
2311,condition1,4,"Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.","Fatema's home insurance covers ""Fire"" damage, defined as <b>""damage to the policyholder's property caused by naturally-occurring fire.""</b> ",yes,Fire,100,5,30440,Fire,controversial,3,52,Yes,,3,2,Female,English,0,no,White,Chrome,Windows,820,1024,2.4142,
1197,condition1,2,"Jenny goes on vacation and leaves her car key with her neighbor for safe keeping. One day, while the car is parked on the street outside her house, a utility pole falls unexpectedly and lands on the hood of the car, damaging it severely. Jenny files a claim with her insurance company for the damage. ","Jenny's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes <b>""loss of or damage to the policyholder's car if, at the time of the incident, it was under the custody or control of anyone with the policyholder's permission who is not covered under the policy.""</b>",no,Vehicle Damage,75,3,51470,Vehicle Damage I,controversial,1,41,Yes,That was quick.,4,2,Male,English,0,no,White,Firefox,Windows,900,1600,4.58655,
1197,condition1,3,"As Madison is walking through her kitchen one afternoon, she notices oil dripping from her heater into a puddle, which is damaging her hardwood floors. Madison files a claim with her insurance company for the damage.","Madison has insurance that covers home damage from ""Escape of Oil,"" defined as <b>""oil leaking from a fixed oil-fired heating installation.""</b>",yes,Escape of Oil,90,4,35704,Escape of Oil I,unambiguous_covered,1,41,Yes,That was quick.,4,2,Male,English,0,no,White,Firefox,Windows,900,1600,4.58655,
1197,condition1,4,"Tom's house is located near a large lake. One day, strong winds in excess of 55mph blow across the lake while Tom is working on his roof, but it's a loud and surprising ring from his cell phone that causes him to drop his heavy toolbox and thereby damage the roof. Tom files a claim with his insurance company for the damage. ","Tom's home insurance policy includes coverage for ""Wind Damage,"" defined as <b>""damage from wind speeds with gusts of at least 55 mph.""</b>",no,Wind Damage,90,5,129799,Wind Damage,unambiguous_uncovered,1,41,Yes,That was quick.,4,2,Male,English,0,no,White,Firefox,Windows,900,1600,4.58655,
1884,condition1,1,"Gavin works as an A/C repair technician in a small town. One day, Gavin is off from work and decides to put holiday lights up on his roof. Because Gavin is an experienced repairman, he figures he doesn't need a ladder to get onto his roof and decides to free climb the exterior wall of his house instead. While climbing the wall, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from <b>""missed employment due to injuries that occur under regular working conditions.""</b>",no,General Damages,85,3,29876,General Damages,unambiguous_uncovered,2,27,Yes,,4,1,Male,English,0,No,White,Firefox,Windows,768,1366,4.036816666666667,
1884,condition1,0,"Harper is moving to a new home on the other side of town. Because her old home has already sold and her new home is not yet ready for her to move in, she checks into a hotel and asks a professional moving company to store some of her belongings at the company warehouse. A couple days before she is set to move in, the warehouse floods, which ruins the items that the movers were storing for Harper. Harper files a claim with her insurance company for the damage to her belongings.","Harper's insurance covers damage from ""House Removal,"" which includes <b>""damage to belongings that occurs while being stored by professional removal contractors.""</b>",yes,House Removal,56,4,23120,House Removal II,unambiguous_covered,2,27,Yes,,4,1,Male,English,0,No,White,Firefox,Windows,768,1366,4.036816666666667,
1884,condition1,1,"Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne's home insurance covers ""Emergency Damages,"" defined as <b>""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""</b>",yes,Emergency Damages,90,5,153135,Emergency Damages I,controversial,2,27,Yes,,4,1,Male,English,0,No,White,Firefox,Windows,768,1366,4.036816666666667,
1380,condition1,1,"Jack is a successful business consultant. One day, while Jack is at home, hackers manage to infiltrate the computer network of an upscale restaurant where Jack and his colleagues frequently conduct meetings. The hackers steal Jack's credit card information and make a number of fraudulent purchases in his name. To resolve the fraud, Jack must spend thousands of dollars in legal fees. Jack files a claim with his insurance company for his losses. ","Jack has insurance coverage against loss and damage from ""Identity Theft,"" which excludes <b>""identity theft connected with the policyholder's occupation.""</b>",no,Identity Theft,30,3,53510,Identity Theft II,controversial,0,60,Yes,,3,2,Male,English,0,,White,Chrome,Mac,1080,1920,2.4158166666666667,
1380,condition1,2,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his roof, causing a fire. Almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage. ","Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as <b>""damage caused by a storm.""</b>",yes,Storm Damage,80,4,23692,Storm Damage,unambiguous_covered,0,60,Yes,,3,2,Male,English,0,,White,Chrome,Mac,1080,1920,2.4158166666666667,
1380,condition1,1,"One day, Steve is involved in a minor accident. His favorite guitar, which was in the car at the time, was damaged. Steve files a claim with his insurance company for the damage. ","Steve's car insurance policy includes coverage for ""Vehicle Damage,"" defined as <b>""loss or damage to the policy holder's 1) car; or 2) car accessories (while in or on the car)."" </b> ",no,Vehicle Damage,50,5,28751,Vehicle Damage III,unambiguous_uncovered,0,60,Yes,,3,2,Male,English,0,,White,Chrome,Mac,1080,1920,2.4158166666666667,
2280,condition1,2,"Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne's home insurance covers ""Emergency Damages,"" defined as <b>""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""</b>",no,Emergency Damages,75,3,64924,Emergency Damages I,unambiguous_uncovered,6,68,Yes,,-1,1,Female,English,0,,White,Chrome,Windows,1080,1920,3.2606333333333333,
2280,condition1,3,Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as <b>""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""</b>",yes,Escape of Water,95,4,33342,Escape of Water I,unambiguous_covered,6,68,Yes,,-1,1,Female,English,0,,White,Chrome,Windows,1080,1920,3.2606333333333333,
2280,condition1,1,"Tom's house is located near a large lake. One day, strong winds in excess of 55mph blow across the lake, causing waves to crash into Tom's house and thereby damaging the roof. Tom files a claim with his insurance company for the damage. ","Tom's home insurance policy includes coverage for ""Wind Damage,"" defined as <b>""damage from wind speeds with gusts of at least 55 mph.""</b>",no,Wind Damage,60,5,44156,Wind Damage,controversial,6,68,Yes,,-1,1,Female,English,0,,White,Chrome,Windows,1080,1920,3.2606333333333333,
976,condition1,2,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he notices more extensive damage to a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage. ","Justin has insurance that covers ""Trace and Access,"" defined as <b>""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables or pipes in your home.""</b>",no,Trace and Access,15,3,54375,Trace and Access I,unambiguous_covered,4,34,Yes,,3,1,Female,English,1,No,White,Chrome,Windows,912,1368,3.140833333333333,
976,condition1,3,"One day, Clint hears a loud crash in his house and finds that his roof has partly caved in due to water damage. Clint files a claim with his insurance company for the damage. ","Clint has home insurance that covers ""Ground Heave"" damage, defined as <b>""loss or damage resulting from ground heave of the site on which the building stands, or landslip.""</b>",no,Ground Heave,80,4,38549,Ground Heave II,unambiguous_uncovered,4,34,Yes,,3,1,Female,English,1,No,White,Chrome,Windows,912,1368,3.140833333333333,
